Line,Location
A321,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:9,68 A314",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:20,35",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A326,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:24,53",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A315,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:10,70",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A324,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:1,95",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A316,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:4,68",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A329,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:5,79",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A322,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:1,80",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A323,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:1,80",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A318,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:2,30",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A319,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:2,30",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A317,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:7,35",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A320,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:100,68",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A313,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:21,18",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A305,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:10,49",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A303,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:2,73",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A303a,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:2,72",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A304,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:10,89",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A_LIFT_1,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:4,73",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A302,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:4,24",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A301,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:20,15",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A_LIFT_2,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:4,73",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A327,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:83,66",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A307,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:5,35",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A312,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:2,51",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A311,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:2,28",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A328,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:8,50",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A337,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:2,12",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A336,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:2,13",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A308,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:1,97",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A335A,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:17,86",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A335D,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:116,90",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A335B,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:3,98",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A335C,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:7,22",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A306,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:37,92",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A306A,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:9,98",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A309,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:1,97",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A309a,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:1,83",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A308a,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:1,84",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A310,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:63,76",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A335,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"Gross:77,11",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
Scale: 1:480 Date: 28-Sep-2024,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
Floor:,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
KAMPUSAREENA,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
03,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
Normal,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
Building:,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
Campus: HERVANTA,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
Open area,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
Shaft,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
Elevator shaft,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
Not rented area,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"can't find (10,103)",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
"25,00 m0",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\03\floor.txt
A411,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:8,42",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A409,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:12,13",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A407,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:5,59",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A_LIFT_1,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:4,73",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A_LIFT_2,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:4,73",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A401,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:20,16",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A404,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:10,89",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A403a,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:2,72",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A405,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:10,49",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A424,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:8,99",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A420,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:49,45",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A419,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:29,48",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A423,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:1,32",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A421,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:1,33",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A422,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:1,33",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A412,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:1,32",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A413,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:1,33",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A414,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:1,32",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A409b,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:1,61",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A409a,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:1,53",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A424a,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:1,67",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A424b,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:1,69",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A424c,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:1,76",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A403,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:2,73",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A402,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:4,24",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A418A,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:32,12",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A418D,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:29,18",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A415E,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:7,78",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A417,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:11,73",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A418B,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:28,53",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A418C,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:9,94",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A415F,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:6,95",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A415D,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:10,74",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A416A,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:7,28",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A415A,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:35,99",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A415C,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:12,41",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A416B,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:11,61",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A416,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:3,53",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A416C,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:7,99",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A415B,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:17,78",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A415G,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:11,74",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A410,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:47,16",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A418,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:152,29",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A408,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:8,81",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A406,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:31,64",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A415,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"Gross:54,21",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
Scale: 1:480 Date: 28-Sep-2024,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
Floor:,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
KAMPUSAREENA,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
04,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
Normal,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
Building:,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
Campus: HERVANTA,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
Open area,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
Shaft,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
Elevator shaft,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
Not rented area,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"can't find (10,103)",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
"25,00 m0",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\04\floor.txt
A507,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:5,58",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A534,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:72,69",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A529,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:12,29",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A530,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:9,65",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A537,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:1,30",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A531,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:9,65",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A532,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:7,91",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A538,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:2,19",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A523,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:21,14",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A526,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:8,97",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A524,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:8,79",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A525,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:8,81",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A517,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:2,63",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A_LIFT_1,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:4,73",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A540,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:8,93",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A522,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:16,93",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A520,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:1,21",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A519,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:1,22",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A518,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:1,22",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A540a,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:1,69",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A540b,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:1,71",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A540c,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:1,77",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A505,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:10,47",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A504,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:10,89",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A503a,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:2,72",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A503,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:2,74",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A_LIFT_2,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:4,73",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A509b,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:1,63",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A509a,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:1,53",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A509,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
"Gross:12,08",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
A533,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\kampusareena\05\floor.txt
