Line,Location
TA500,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
"Gross:42,31",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
TA501,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
"Gross:6,36",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
TA502,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
"Gross:306,17",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
TC503,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
"Gross:118,53TC504",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
"Gross:68,58",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
TC500,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
"Gross:42,87",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
TC502,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
"Gross:193,59",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
TC501A,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
"Gross:6,36",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
Scale: 1:520 Date: 28-Sep-2024,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
Floor:,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
TIETOTALO,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
05,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
Normal,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
Building:,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
Campus: HERVANTA,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
Open area,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
Shaft,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
Elevator shaft,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
Not rented area,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
"can't find (10,103)",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
"50,00 m0",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tietotalo\05\floor.txt
M113,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:7,53",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M101A,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:203,51",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M111,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:33,63",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M110,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:18,60",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M109,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:52,84",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M103,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:5,58",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M104,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:3,35",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M105A,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:1,33",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M101,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:3,89",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M106,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:1,27",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M106A,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:1,33",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M105,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:1,55",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M102C,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:12,36",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M102B,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:9,10",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M107,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:110,38",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M108,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:44,15",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M112,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"Gross:6,92",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
Scale: 1:100 Date: 28-Sep-2024,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
Floor:,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
TUTKIMUSHALLI,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
01,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
Normal,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
Building:,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
Campus: HERVANTA,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
Open area,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
Shaft,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
Elevator shaft,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
Not rented area,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"can't find (10,103)",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
"10,00 m0",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\01\floor.txt
M202A,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
M204,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
"Gross:36,02",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
M201,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
"Gross:12,38",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
M202,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
"Gross:14,03",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
M210,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
"Gross:19,97",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
M203,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
"Gross:26,67",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
M208,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
"Gross:69,19",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
M209,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
"Gross:12,26",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
M206,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
"Gross:1,83",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
M207,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
"Gross:1,81",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
M205,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
"Gross:2,61",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
Scale: 1:100 Date: 28-Sep-2024,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
Floor:,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
TUTKIMUSHALLI,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
02,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
Normal,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
Building:,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
Campus: HERVANTA,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
Open area,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
Shaft,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
Elevator shaft,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
Not rented area,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
"can't find (10,103)",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
"10,00 m0",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\tutkimushalli\02\floor.txt
VS013,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:531,37",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS013B,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:18,65",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS013D,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:25,55",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS013A,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:18,49",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS013C,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:18,60",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS015,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:148,92",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS022,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:6,98",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS017,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:37,26",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS016,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:24,05",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS018,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:81,91",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS019,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:15,65",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS020,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:14,53",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS026,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:131,18",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS025,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:60,86",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS027,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:223,79",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS027A,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:14,74",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS027J,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:15,15",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS027I,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:14,71",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS027H,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:14,71",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS027G,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:14,71",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS027F,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:14,71",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS027E,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:14,71",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS027D,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:14,71",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS027C,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:14,71",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS027B,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:14,71",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS028,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:230,89",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS029,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:757,73",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS032,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:355,70",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS031,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:7,42",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS030,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:46,26",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS012,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:42,12",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS010,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:81,45",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS011,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:46,59",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS001,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:36,32 VS_LIFT_01",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:6,54",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS004,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:8,97",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS002,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:212,32",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS003,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:32,77",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS008,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:653,66",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS009,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:494,29",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS014,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:310,44",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS008C,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:3,65",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS005,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:9,40",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS006,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:6,84",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS007,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:6,54",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS008A,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:1,68",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS021,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:15,66",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS023,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:14,54",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS024,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:13,52",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS008B,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:10,83",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VS024A,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"Gross:1,22",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
Scale: 1:680 Date: 28-Sep-2024,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
Floor:,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
VAESTONSUOJA,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
-01,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
Normal,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
Building:,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
Campus: HERVANTA,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
Open area,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
Shaft,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
Elevator shaft,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
Not rented area,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"can't find (10,103)",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
"50,00 m0",C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
,C:\Users\soura\OneDrive\Desktop\node\maps\maps\hervanta\vaestonsuoja\-01\floor.txt
E-147,C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
"Gross:16,44",C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
E-142,C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
"Gross:23,42",C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
E-149,C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
"Gross:2,66",C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
E-148,C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
"Gross:12,09",C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
E-150,C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
"Gross:2,57",C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
E-151,C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
"Gross:12,78",C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
E-154,C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
"Gross:4,23",C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
E-152,C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
"Gross:98,68",C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
E-153,C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
"Gross:9,73",C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
E-146,C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
"Gross:208,36",C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
E-138,C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
"Gross:14,66",C:\Users\soura\OneDrive\Desktop\node\maps\maps\kauppi\arvo\-1\floor.txt
